mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
63	63	1005/4	1005/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1178										232		
63	63	503/2	503/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1179										232		
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1180												
63	63	248	248	0.0	0	0	Dynamic	4/4	2	1	0				p											
63	63	248	248	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>legato</i>"									
63	63	248	248	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1181												
63	63	249	249	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1182										233		
63	63	250	250	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1183										233		
63	63	251	251	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1184										233		
63	63	248	248	0.0	0	0	Dynamic	4/4	3	1	0				p											
63	63	248	248	0.0	0	0	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>legato</i>"									
63	63	248	248	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1185												
63	63	249	249	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1186										234		
63	63	250	250	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1187										234		
63	63	251	251	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1188										234		
63	63	248	248	0.0	0	0	Dynamic	4/4	4	1	0				p											
63	63	248	248	0.0	0	0	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>legato</i>"									
63	63	248	248	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1189												
63	63	249	249	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1190										235		
63	63	250	250	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1191										235		
63	63	251	251	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1192										235		
64	64	252	252	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	1193										236		
64	64	1009/4	1009/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1194										236		
64	64	505/2	505/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1195										236		
64	64	1011/4	1011/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1196										236		
64	64	253	253	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1197										236		
64	64	1013/4	1013/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1198										236		
64	64	507/2	507/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1199										236		
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1200												
64	64	254	254	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1201										237		
64	64	1017/4	1017/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1202										237		
64	64	509/2	509/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1203										237		
64	64	1019/4	1019/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1204												
64	64	255	255	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1205										238		
64	64	1021/4	1021/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1206										238		
64	64	511/2	511/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1207										238		
64	64	1023/4	1023/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1208												
64	64	252	252	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1209												
64	64	253	253	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	1210										239		
64	64	255	255	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1211												
64	64	253	253	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	1212												
64	64	254	254	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	1213												
64	64	252	252	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1214												
64	64	253	253	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1215										240		
64	64	254	254	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1216										240		
64	64	255	255	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1217												
64	64	252	252	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1218												
64	64	253	253	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1219										241		
64	64	254	254	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1220										241		
64	64	255	255	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1221												
65	65	256	256	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1222										242		
65	65	257	257	0.0	1/4	1/4	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							242		
65	65	257	257	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1223										242		
65	65	258	258	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1224										242		
65	65	259	259	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1225												
65	65	256	256	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1226										243		
65	65	257	257	0.0	1/4	1/4	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							243		
65	65	257	257	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1227										243		
65	65	258	258	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1228										243		
65	65	259	259	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1229												
65	65	256	256	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1230										244		
65	65	257	257	0.0	1/4	1/4	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							244		
65	65	257	257	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1231										244		
65	65	258	258	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1232										244		
65	65	259	259	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1233												
65	65	256	256	0.25	0	0	Chord	4/4	4	1	1/16	1/16	1	1234										245		
65	65	1025/4	1025/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16	1/16	1	1235										245		
65	65	513/2	513/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	1236										245		
65	65	1027/4	1027/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	1237										245		
65	65	257	257	0.0	1/4	1/4	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							245		
65	65	257	257	0.25	1/4	1/4	Chord	4/4	4	1	1/16	1/16	1	1238										245		
65	65	1029/4	1029/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16	1/16	1	1239										245		
65	65	515/2	515/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	1240										245		
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	1241												
65	65	258	258	0.25	1/2	1/2	Chord	4/4	4	1	1/16	1/16	1	1242										246		
65	65	1033/4	1033/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16	1/16	1	1243										246		
65	65	517/2	517/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	1244										246		
65	65	1035/4	1035/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	1245												
65	65	259	259	0.25	3/4	3/4	Chord	4/4	4	1	1/16	1/16	1	1246										247		
65	65	1037/4	1037/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16	1/16	1	1247										247		
65	65	519/2	519/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16	1/16	1	1248										247		
65	65	1039/4	1039/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	1249												
66	66	260	260	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	1250										248		
66	66	1041/4	1041/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1251										248		
66	66	521/2	521/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1252										248		
66	66	1043/4	1043/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1253										248		
66	66	261	261	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1254										248		
66	66	1045/4	1045/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1255										248		
66	66	523/2	523/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1256										248		
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1257												
66	66	262	262	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1258										249		
66	66	1049/4	1049/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1259										249		
66	66	525/2	525/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1260										249		
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1261										249		
66	66	263	263	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1262										249		
66	66	1053/4	1053/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1263										249		
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1264										249		
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1265												
66	66	260	260	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1266												
66	66	261	261	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1267												
66	66	262	262	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	1268										250		
66	66	1049/4	1049/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	1269										250		
66	66	525/2	525/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	1270										250		
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	1271										250		
66	66	263	263	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	1272										250		
66	66	1053/4	1053/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	1273										250		
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	1274										250		
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	1275												
66	66	260	260	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1276												
66	66	261	261	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1277												
66	66	262	262	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	1278										251		
66	66	1049/4	1049/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	1279										251		
66	66	525/2	525/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	1280										251		
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	1281										251		
66	66	263	263	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	1282										251		
66	66	1053/4	1053/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	1283										251		
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	1284										251		
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	1285												
66	66	260	260	0.25	0	0	Chord	4/4	4	1	1/16	1/16	1	1286										252		
66	66	1041/4	1041/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16	1/16	1	1287										252		
66	66	521/2	521/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	1288										252		
66	66	1043/4	1043/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	1289												
66	66	261	261	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1290												
66	66	262	262	0.25	1/2	1/2	Chord	4/4	4	1	1/16	1/16	1	1291										253		
66	66	1049/4	1049/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16	1/16	1	1292										253		
66	66	525/2	525/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	1293										253		
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	1294										253		
66	66	263	263	0.25	3/4	3/4	Chord	4/4	4	1	1/16	1/16	1	1295										253		
66	66	1053/4	1053/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16	1/16	1	1296										253		
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16	1/16	1	1297										253		
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	1298												
67	67	264	264	0.0	0	0	Dynamic	4/4	1	1	0				ff											
67	67	264	264	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	1299										254		
67	67	1059/4	1059/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1300												
67	67	265	265	0.0	1/4	1/4	Dynamic	4/4	1	1	0				sf											
67	67	265	265	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	1301										255		
67	67	1063/4	1063/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1302												
67	67	266	266	0.0	1/2	1/2	Dynamic	4/4	1	1	0				sf											
67	67	266	266	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	1303										256		
67	67	1067/4	1067/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1304												
67	67	267	267	0.0	3/4	3/4	Dynamic	4/4	1	1	0				sf											
67	67	267	267	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	1305										257		
67	67	1071/4	1071/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1306												
67	67	264	264	0.0	0	0	Dynamic	4/4	2	1	0				ff											
67	67	264	264	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	1307										258		
67	67	1059/4	1059/4	0.0	3/16	3/16	Dynamic	4/4	2	1	0				sf											
67	67	1059/4	1059/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	1308												
67	67	265	265	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	1309										259		
67	67	1063/4	1063/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	1310												
67	67	266	266	0.0	1/2	1/2	Dynamic	4/4	2	1	0				sf											
67	67	266	266	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	1311										260		
67	67	1067/4	1067/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	1312												
67	67	267	267	0.0	3/4	3/4	Dynamic	4/4	2	1	0				sf											
67	67	267	267	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	1313										261		
67	67	1071/4	1071/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	1314												
67	67	264	264	0.0	0	0	Dynamic	4/4	3	1	0				ff											
67	67	264	264	0.75	0	0	Chord	4/4	3	1	3/16	1/8	3/2	1315										262		
67	67	1059/4	1059/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	1316												
67	67	265	265	0.0	1/4	1/4	Dynamic	4/4	3	1	0				sf											
67	67	265	265	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	1317										263		
67	67	1063/4	1063/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	1318												
67	67	266	266	0.0	1/2	1/2	Dynamic	4/4	3	1	0				sf											
67	67	266	266	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	1319										264		
67	67	1067/4	1067/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	1320												
67	67	267	267	0.0	3/4	3/4	Dynamic	4/4	3	1	0				sf											
67	67	267	267	0.75	3/4	3/4	Chord	4/4	3	1	3/16	1/8	3/2	1321										265		
67	67	1071/4	1071/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	1322												
67	67	264	264	0.0	0	0	Dynamic	4/4	4	1	0				ff											
67	67	264	264	0.75	0	0	Chord	4/4	4	1	3/16	1/8	3/2	1323										266		
67	67	1059/4	1059/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	1324												
67	67	265	265	0.0	1/4	1/4	Dynamic	4/4	4	1	0				sf											
67	67	265	265	0.75	1/4	1/4	Chord	4/4	4	1	3/16	1/8	3/2	1325										267		
67	67	1063/4	1063/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	1326												
67	67	266	266	0.0	1/2	1/2	Dynamic	4/4	4	1	0				sf											
67	67	266	266	0.75	1/2	1/2	Chord	4/4	4	1	3/16	1/8	3/2	1327										268		
67	67	1067/4	1067/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	1328												
67	67	267	267	0.0	3/4	3/4	Dynamic	4/4	4	1	0				sf											
67	67	267	267	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	1329										269		
67	67	1071/4	1071/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	1330												
68	68	268	268	0.0	0	0	Dynamic	4/4	1	1	0				p											
68	68	268	268	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1331										270		
68	68	270	270	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1332												
68	68	268	268	0.0	0	0	Dynamic	4/4	2	1	0				p											
68	68	268	268	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1333										271		
68	68	270	270	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1334												
68	68	268	268	0.0	0	0	Dynamic	4/4	3	1	0				p											
68	68	268	268	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1335										272		
68	68	270	270	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1336												
68	68	268	268	0.0	0	0	Dynamic	4/4	4	1	0				p											
68	68	268	268	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1337										273		
68	68	270	270	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1338												
69	69	272	272	0.0	0	0	Dynamic	4/4	1	1	0				sf											
69	69	272	272	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	1339										274		
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1340												
69	69	273	273	0.0	1/4	1/4	Dynamic	4/4	1	1	0				sf											
69	69	273	273	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	1341										275		
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1342												
69	69	274	274	0.0	1/2	1/2	Dynamic	4/4	1	1	0				sf											
69	69	274	274	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	1343										276		
69	69	1099/4	1099/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1344												
69	69	275	275	0.0	3/4	3/4	Dynamic	4/4	1	1	0				sf											
69	69	275	275	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	1345										277		
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1346												
69	69	272	272	0.0	0	0	Dynamic	4/4	2	1	0				sf											
69	69	272	272	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	1347										278		
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	1348												
69	69	273	273	0.0	1/4	1/4	Dynamic	4/4	2	1	0				sf											
69	69	273	273	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	1349										279		
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	1350												
69	69	274	274	0.0	1/2	1/2	Dynamic	4/4	2	1	0				sf											
69	69	274	274	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	1351										280		
69	69	1099/4	1099/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	1352												
69	69	275	275	0.0	3/4	3/4	Dynamic	4/4	2	1	0				sf											
69	69	275	275	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	1353										281		
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	1354												
69	69	272	272	0.0	0	0	Dynamic	4/4	3	1	0				sf											
69	69	272	272	0.75	0	0	Chord	4/4	3	1	3/16	1/8	3/2	1355										282		
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	1356												
69	69	273	273	0.0	1/4	1/4	Dynamic	4/4	3	1	0				sf											
69	69	273	273	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	1357										283		
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	1358												
69	69	274	274	0.0	1/2	1/2	Dynamic	4/4	3	1	0				sf											
69	69	274	274	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	1359										284		
69	69	1099/4	1099/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	1360												
69	69	275	275	0.0	3/4	3/4	Dynamic	4/4	3	1	0				sf											
69	69	275	275	0.75	3/4	3/4	Chord	4/4	3	1	3/16	1/8	3/2	1361										285		
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	1362												
69	69	272	272	0.0	0	0	Dynamic	4/4	4	1	0				sf											
69	69	272	272	0.75	0	0	Chord	4/4	4	1	3/16	1/8	3/2	1363										286		
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	1364												
69	69	273	273	0.0	1/4	1/4	Dynamic	4/4	4	1	0				sf											
69	69	273	273	0.75	1/4	1/4	Chord	4/4	4	1	3/16	1/8	3/2	1365										287		
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	1366												
69	69	274	274	0.0	1/2	1/2	Dynamic	4/4	4	1	0				sf											
69	69	274	274	0.75	1/2	1/2	Chord	4/4	4	1	3/16	1/8	3/2	1367										288		
69	69	1099/4	1099/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	1368												
69	69	275	275	0.0	3/4	3/4	Dynamic	4/4	4	1	0				sf											
69	69	275	275	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	1369										289		
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	1370												
70	70	276	276	0.0	0	0	Dynamic	4/4	1	1	0				p											
70	70	276	276	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1371										290		
70	70	278	278	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1372												
70	70	276	276	0.0	0	0	Dynamic	4/4	2	1	0				p											
70	70	276	276	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1373										291		
70	70	278	278	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1374												
70	70	276	276	0.0	0	0	Dynamic	4/4	3	1	0				p											
70	70	276	276	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1375										292		
70	70	278	278	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1376												
70	70	276	276	0.0	0	0	Dynamic	4/4	4	1	0				p											
70	70	276	276	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1377										293		
70	70	278	278	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1378												
71	71	280	280	0.0	0	0	StaffText	4/4	1	1	0						rit.									
71	71	280	280	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1379												
71	71	282	282	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1380										294		
71	71	565/2	565/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1381										294		
71	71	283	283	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1382										294		
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1383												
71	71	280	280	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1384										295		
71	71	282	282	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1385												
71	71	280	280	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1386										296		
71	71	282	282	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1387												
71	71	280	280	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1388										297		
71	71	282	282	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1389												
72	72	284	284	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
72	72	284	284	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1390												
72	72	286	286	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1391												
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1392										298		
72	72	287	287	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1393										298		
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1394												
72	72	284	284	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1395										299		
72	72	286	286	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1396												
72	72	284	284	0.0	0	0	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
72	72	284	284	0.0	0	0	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
72	72	284	284	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1397										300		
72	72	286	286	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1398												
72	72	284	284	0.0	0	0	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
72	72	284	284	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1399										301		
72	72	286	286	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1400												
73	73	288	288	0.0	0	0	Dynamic	4/4	1	1	0				p											
73	73	288	288	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""10.6033""/><font face=""Times New Roman""/><b>A tempo</b>"									
73	73	288	288	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1401												
73	73	289	289	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1402												
73	73	290	290	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1403												
73	73	291	291	0.0	3/4	3/4	Dynamic	4/4	1	1	0				f											
73	73	291	291	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1404												
73	73	288	288	0.0	0	0	Dynamic	4/4	2	1	0				p											
73	73	288	288	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1405												
