mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
189	189	753	753	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2741		articStaccatoAbove							
189	189	1507/2	1507/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2742		articStaccatoAbove							
189	189	754	754	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2743		articStaccatoAbove							
189	189	1509/2	1509/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2744		articStaccatoAbove							
189	189	755	755	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2745		articStaccatoAbove							
189	189	1511/2	1511/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2746		articStaccatoAbove							
189	189	752	752	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2747							299		
189	189	753	753	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2748							299		
189	189	1507/2	1507/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2749							299		
189	189	754	754	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2750							299		
189	189	755	755	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2751									
190	190	756	756	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2752									
190	190	756	756	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2753							300		
190	190	1513/2	1513/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2754									
190	190	757	757	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2755		articStaccatoAbove							
190	190	1515/2	1515/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2756		articStaccatoAbove							
190	190	758	758	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2757							301		
190	190	1517/2	1517/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2758									
190	190	759	759	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2759		articStaccatoAbove							
190	190	1519/2	1519/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2760		articStaccatoAbove							
190	190	758	758	0.0	1/2	1/2	Dynamic	4/4	3	1	0						pp								
190	190	758	758	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2761									
191	191	760	760	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2762							302		
191	191	1521/2	1521/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2763									
191	191	761	761	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2764		articStaccatoAbove							
191	191	1523/2	1523/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2765		articStaccatoAbove							
191	191	762	762	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2766							303		
191	191	1525/2	1525/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2767									
191	191	763	763	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2768		articStaccatoAbove							
191	191	1527/2	1527/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2769		articStaccatoAbove							
191	191	760	760	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	2770									
191	191	762	762	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2771									
192	192	764	764	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2772							304		
192	192	1529/2	1529/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2773									
192	192	765	765	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2774		articStaccatoAbove							
192	192	1531/2	1531/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2775		articStaccatoAbove							
192	192	766	766	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2776							305		
192	192	1533/2	1533/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2777									
192	192	767	767	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2778		articStaccatoAbove							
192	192	1535/2	1535/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2779		articStaccatoAbove							
192	192	764	764	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2780		articStaccatoAbove							
192	192	765	765	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2781		articStaccatoAbove							
192	192	766	766	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2782									
193	193	768	768	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2783							306		
193	193	1537/2	1537/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2784									
193	193	769	769	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2785		articStaccatoAbove							
193	193	1539/2	1539/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2786		articStaccatoAbove							
193	193	770	770	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2787							307		
193	193	1541/2	1541/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2788									
193	193	771	771	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2789		articStaccatoAbove							
193	193	1543/2	1543/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2790		articStaccatoAbove							
193	193	768	768	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	2791							308		
193	193	770	770	0.0	1/2	1/2	StaffText	4/4	3	1	0								<b><i>sempre</i></b><i><sym>dynamicPiano</sym><sym>dynamicPiano</sym></i>						
193	193	770	770	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2792									
194	194	772	772	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2793							309		
194	194	1545/2	1545/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2794									
194	194	773	773	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2795		articStaccatoAbove							
194	194	1547/2	1547/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2796		articStaccatoAbove							
194	194	774	774	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2797		articStaccatoAbove							
194	194	1549/2	1549/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2798		articStaccatoAbove							
194	194	775	775	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2799		articStaccatoAbove							
194	194	1551/2	1551/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2800		articStaccatoAbove							
194	194	772	772	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	2801							310		
194	194	1545/2	1545/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	2802									
194	194	773	773	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2803		articStaccatoAbove							
194	194	1547/2	1547/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2804		articStaccatoAbove							
194	194	774	774	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2805							311		
194	194	775	775	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2806									
195	195	778	778	0.0	1/2	1/2	Dynamic	4/4	1	1	0						pp								
195	195	778	778	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2807									
195	195	776	776	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2808									
195	195	778	778	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2809							312		
195	195	1557/2	1557/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2810									
195	195	779	779	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2811		articStaccatoAbove							
195	195	1559/2	1559/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2812		articStaccatoAbove							
195	195	776	776	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	2813							313		
195	195	1553/2	1553/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	2814									
195	195	777	777	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2815		articStaccatoAbove							
195	195	1555/2	1555/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2816		articStaccatoAbove							
195	195	778	778	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2817							314		
195	195	1557/2	1557/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	2818									
195	195	779	779	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2819		articStaccatoAbove							
195	195	1559/2	1559/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2820		articStaccatoAbove							
196	196	780	780	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	2821									
196	196	782	782	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2822									
196	196	780	780	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2823									
196	196	782	782	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2824							315		
196	196	1565/2	1565/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2825									
196	196	783	783	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2826		articStaccatoBelow							
196	196	1567/2	1567/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2827		articStaccatoBelow							
196	196	780	780	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	2828							316		
196	196	1561/2	1561/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	2829									
196	196	781	781	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2830		articStaccatoAbove							
196	196	1563/2	1563/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2831		articStaccatoAbove							
196	196	782	782	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2832							317		
196	196	1565/2	1565/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	2833									
196	196	783	783	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2834		articStaccatoAbove							
196	196	1567/2	1567/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2835		articStaccatoAbove							
197	197	784	784	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2836		articStaccatoAbove							
197	197	785	785	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2837		articStaccatoAbove							
197	197	786	786	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2838									
197	197	784	784	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2839									
197	197	786	786	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2840									
197	197	784	784	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	2841							318		
197	197	1569/2	1569/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	2842									
197	197	785	785	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2843		articStaccatoAbove							
197	197	1571/2	1571/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2844		articStaccatoAbove							
197	197	786	786	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2845							319		
197	197	1573/2	1573/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	2846									
197	197	787	787	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2847		articStaccatoAbove							
197	197	1575/2	1575/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2848		articStaccatoAbove							
198	198	788	788	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	2849									
198	198	790	790	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2850									
198	198	788	788	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	2851									
198	198	790	790	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2852									
198	198	788	788	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	2853							320		
198	198	1577/2	1577/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	2854									
198	198	789	789	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2855		articStaccatoAbove							
198	198	1579/2	1579/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2856		articStaccatoAbove							
198	198	790	790	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2857		articStaccatoAbove							
198	198	1581/2	1581/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	2858		articStaccatoAbove							
198	198	791	791	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2859		articStaccatoAbove							
198	198	1583/2	1583/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2860		articStaccatoAbove							
198	198	790	790	0.0	1/2	1/2	Dynamic	4/4	4	1	0						pp								
198	198	790	790	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2861									
199	199	792	792	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2862							321		
199	199	793	793	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2863							321		
199	199	1587/2	1587/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2864							321		
199	199	794	794	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2865							321		
199	199	795	795	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2866									
199	199	792	792	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2867									
199	199	793	793	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	2868									
199	199	795	795	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2869									
199	199	792	792	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	2870									
199	199	1585/2	1585/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	2871									
199	199	793	793	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2872		articStaccatoBelow							
199	199	1587/2	1587/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2873		articStaccatoBelow							
199	199	794	794	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2874		articStaccatoBelow							
199	199	1589/2	1589/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	2875		articStaccatoBelow							
199	199	795	795	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2876		articStaccatoBelow							
199	199	1591/2	1591/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2877		articStaccatoBelow							
199	199	792	792	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	2878									
199	199	794	794	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2879									
200	200	796	796	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2880							322		
200	200	1593/2	1593/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2881									
200	200	797	797	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2882		articStaccatoAbove							
200	200	1595/2	1595/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2883		articStaccatoAbove							
200	200	798	798	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2884							323		
200	200	1597/2	1597/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2885									
200	200	799	799	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2886		articStaccatoAbove							
200	200	1599/2	1599/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2887		articStaccatoAbove							
200	200	796	796	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	2888									
200	200	798	798	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2889									
200	200	796	796	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2890									
200	200	796	796	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2891		articStaccatoBelow							
200	200	797	797	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2892		articStaccatoBelow							
200	200	798	798	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2893									
201	201	800	800	0.0	0	0	StaffText	4/4	1	1	0								<i>cresc.</i>						
201	201	800	800	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2894							324		
201	201	1601/2	1601/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2895									
201	201	801	801	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2896		articStaccatoAbove							
201	201	1603/2	1603/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2897		articStaccatoAbove							
201	201	802	802	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2898							325		
201	201	1605/2	1605/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2899									
201	201	803	803	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2900		articStaccatoAbove							
201	201	1607/2	1607/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2901		articStaccatoAbove							
201	201	800	800	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2902									
201	201	801	801	0.0	1/4	1/4	StaffText	4/4	2	1	0								<i>cresc.</i>						
201	201	801	801	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2903		articStaccatoBelow							
201	201	1603/2	1603/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2904		articStaccatoBelow							
201	201	802	802	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2905							326		
201	201	1605/2	1605/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2906									
201	201	803	803	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2907		articStaccatoBelow							
201	201	1607/2	1607/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2908		articStaccatoBelow							
201	201	800	800	0.0	0	0	StaffText	4/4	4	1	0								<i>cresc.</i>						
201	201	800	800	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	2909									
201	201	802	802	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2910									
202	202	804	804	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2911							327		
202	202	1609/2	1609/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2912									
202	202	805	805	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2913		articStaccatoAbove							
202	202	1611/2	1611/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2914		articStaccatoAbove							
202	202	806	806	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2915							328		
202	202	1613/2	1613/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2916									
202	202	807	807	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2917		articStaccatoAbove							
202	202	1615/2	1615/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2918		articStaccatoAbove							
202	202	804	804	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2919							329		
202	202	1609/2	1609/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2920									
202	202	805	805	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2921		articStaccatoBelow							
202	202	1611/2	1611/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2922		articStaccatoBelow							
202	202	806	806	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2923							330		
202	202	1613/2	1613/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2924									
202	202	807	807	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2925		articStaccatoAbove							
202	202	1615/2	1615/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2926		articStaccatoAbove							
202	202	806	806	0.0	1/2	1/2	Dynamic	4/4	3	1	0						f								
202	202	806	806	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2927									
202	202	804	804	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2928							331		
202	202	805	805	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2929							331		
202	202	1611/2	1611/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	2930							331		
202	202	806	806	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2931							331		
202	202	807	807	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2932									
203	203	808	808	0.0	0	0	Dynamic	4/4	1	1	0						f								
203	203	808	808	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2933									
203	203	810	810	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2934									
203	203	808	808	0.0	0	0	Dynamic	4/4	2	1	0						f								
203	203	808	808	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2935									
203	203	810	810	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2936									
203	203	808	808	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	2937									
203	203	810	810	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2938									
203	203	808	808	0.0	0	0	Dynamic	4/4	4	1	0						f								
203	203	808	808	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	2939							332		
203	203	1617/2	1617/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	2940									
203	203	809	809	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2941		articStaccatoBelow							
203	203	1619/2	1619/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	2942		articStaccatoBelow							
203	203	810	810	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2943							333		
203	203	1621/2	1621/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	2944									
203	203	811	811	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2945		articStaccatoBelow							
203	203	1623/2	1623/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2946		articStaccatoBelow							
204	204	812	812	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	2947									
204	204	814	814	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2948									
204	204	812	812	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	2949									
204	204	814	814	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2950									
204	204	814	814	0.0	1/2	1/2	Dynamic	4/4	3	1	0						sf								
204	204	814	814	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2951									
204	204	812	812	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	2952							334		
204	204	1625/2	1625/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	2953									
204	204	813	813	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2954		articStaccatoBelow							
204	204	1627/2	1627/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	2955		articStaccatoBelow							
204	204	814	814	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2956							335		
204	204	1629/2	1629/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	2957									
204	204	815	815	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2958		articStaccatoBelow							
204	204	1631/2	1631/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2959		articStaccatoBelow							
205	205	816	816	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2960		articStaccatoAbove							
205	205	817	817	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2961		articStaccatoAbove							
205	205	818	818	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf								
205	205	818	818	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2962									
205	205	816	816	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2963		articStaccatoBelow							
205	205	817	817	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2964		articStaccatoBelow							
205	205	818	818	0.0	1/2	1/2	Dynamic	4/4	2	1	0						sf								
205	205	818	818	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2965									
205	205	816	816	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	2966									
205	205	818	818	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2967									
205	205	816	816	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	2968							336		
205	205	1633/2	1633/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	2969									
205	205	817	817	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2970		articStaccatoBelow							
205	205	1635/2	1635/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	2971		articStaccatoBelow							
205	205	818	818	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2972							337		
205	205	1637/2	1637/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	2973									
205	205	819	819	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2974		articStaccatoBelow							
205	205	1639/2	1639/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2975		articStaccatoBelow							
206	206	820	820	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	2976							338		
206	206	822	822	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2977									
206	206	820	820	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	2978							339		
206	206	822	822	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2979									
206	206	820	820	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2980		articStaccatoBelow							
206	206	821	821	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2981		articStaccatoBelow							
206	206	822	822	0.0	1/2	1/2	Dynamic	4/4	3	1	0						sf								
206	206	822	822	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2982									
206	206	820	820	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	2983							340		
206	206	1641/2	1641/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	2984									
206	206	821	821	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2985		articStaccatoBelow							
206	206	1643/2	1643/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	2986		articStaccatoBelow							
206	206	822	822	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2987							341		
206	206	1645/2	1645/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	2988									
206	206	823	823	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2989		articStaccatoAbove							
206	206	1647/2	1647/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2990		articStaccatoAbove							
207	207	824	824	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2991		articStaccatoAbove							
207	207	825	825	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2992		articStaccatoAbove							
207	207	826	826	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf								
207	207	826	826	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2993									
